timestamp,equity,buy_hold
2025-04-21 04:00:00+00:00,10000.0,10000.0
2025-04-21 04:00:00+00:00,10000.0,10000.0
2025-04-21 04:00:00+00:00,10000.0,10000.0
2025-04-21 04:00:00+00:00,10000.0,10000.0
2025-04-21 04:00:00+00:00,10000.0,10000.0
2025-04-21 04:00:00+00:00,10000.0,10000.0
2025-04-22 04:00:00+00:00,10000.0,10459.120879120877
2025-04-22 04:00:00+00:00,10000.0,10459.120879120877
2025-04-22 04:00:00+00:00,10000.0,10459.120879120877
2025-04-22 04:00:00+00:00,10000.0,10459.120879120877
2025-04-22 04:00:00+00:00,10000.0,10459.120879120877
2025-04-22 04:00:00+00:00,10000.0,10459.120879120877
2025-04-23 04:00:00+00:00,10000.0,11021.0989010989
2025-04-23 04:00:00+00:00,10000.0,11021.0989010989
2025-04-23 04:00:00+00:00,10000.0,11021.0989010989
2025-04-23 04:00:00+00:00,10000.0,11021.0989010989
2025-04-23 04:00:00+00:00,10000.0,11021.0989010989
2025-04-23 04:00:00+00:00,10000.0,11021.0989010989
2025-04-24 04:00:00+00:00,10000.0,11407.032967032967
2025-04-24 04:00:00+00:00,10000.0,11407.032967032967
2025-04-24 04:00:00+00:00,10000.0,11407.032967032967
2025-04-24 04:00:00+00:00,10000.0,11407.032967032967
2025-04-24 04:00:00+00:00,10000.0,11407.032967032967
2025-04-24 04:00:00+00:00,10000.0,11407.032967032967
2025-04-25 04:00:00+00:00,10000.0,12525.714285714284
2025-04-25 04:00:00+00:00,10000.0,12525.714285714284
2025-04-25 04:00:00+00:00,10000.0,12525.714285714284
2025-04-25 04:00:00+00:00,10000.0,12525.714285714284
2025-04-25 04:00:00+00:00,10000.0,12525.714285714284
2025-04-25 04:00:00+00:00,10000.0,12525.714285714284
2025-04-28 04:00:00+00:00,10000.0,12569.230769230768
2025-04-28 04:00:00+00:00,10000.0,12569.230769230768
2025-04-28 04:00:00+00:00,10000.0,12569.230769230768
2025-04-28 04:00:00+00:00,10000.0,12569.230769230768
2025-04-28 04:00:00+00:00,10000.0,12569.230769230768
2025-04-28 04:00:00+00:00,10000.0,12569.230769230768
2025-04-29 04:00:00+00:00,10000.0,12835.604395604394
2025-04-29 04:00:00+00:00,10000.0,12835.604395604394
2025-04-29 04:00:00+00:00,10000.0,12835.604395604394
2025-04-29 04:00:00+00:00,10000.0,12835.604395604394
2025-04-29 04:00:00+00:00,10000.0,12835.604395604394
2025-04-29 04:00:00+00:00,10000.0,12835.604395604394
2025-04-30 04:00:00+00:00,10000.0,12398.68131868132
2025-04-30 04:00:00+00:00,10000.0,12398.68131868132
2025-04-30 04:00:00+00:00,10000.0,12398.68131868132
2025-04-30 04:00:00+00:00,10000.0,12398.68131868132
2025-04-30 04:00:00+00:00,10000.0,12398.68131868132
2025-04-30 04:00:00+00:00,10000.0,12398.68131868132
2025-05-01 04:00:00+00:00,10000.0,12330.54945054945
2025-05-01 04:00:00+00:00,10000.0,12330.54945054945
2025-05-01 04:00:00+00:00,10000.0,12330.54945054945
2025-05-01 04:00:00+00:00,10000.0,12330.54945054945
2025-05-01 04:00:00+00:00,10000.0,12330.54945054945
2025-05-01 04:00:00+00:00,10000.0,12330.54945054945
2025-05-02 04:00:00+00:00,10000.0,12622.857142857145
2025-05-02 04:00:00+00:00,10000.0,12622.857142857145
2025-05-02 04:00:00+00:00,10000.0,12622.857142857145
2025-05-02 04:00:00+00:00,10000.0,12622.857142857145
2025-05-02 04:00:00+00:00,10000.0,12622.857142857145
2025-05-02 04:00:00+00:00,10000.0,12622.857142857145
2025-05-05 04:00:00+00:00,10000.0,12332.307692307691
2025-05-05 04:00:00+00:00,10000.0,12332.307692307691
2025-05-05 04:00:00+00:00,10000.0,12332.307692307691
2025-05-05 04:00:00+00:00,10000.0,12332.307692307691
2025-05-05 04:00:00+00:00,10000.0,12332.307692307691
2025-05-05 04:00:00+00:00,10000.0,12332.307692307691
2025-05-06 04:00:00+00:00,10000.0,12102.417582417582
2025-05-06 04:00:00+00:00,10000.0,12102.417582417582
2025-05-06 04:00:00+00:00,10000.0,12102.417582417582
2025-05-06 04:00:00+00:00,10000.0,12102.417582417582
2025-05-06 04:00:00+00:00,10000.0,12102.417582417582
2025-05-06 04:00:00+00:00,10000.0,12102.417582417582
2025-05-07 04:00:00+00:00,10000.0,12143.736263736262
2025-05-07 04:00:00+00:00,10000.0,12143.736263736262
2025-05-07 04:00:00+00:00,10000.0,12143.736263736262
2025-05-07 04:00:00+00:00,10000.0,12143.736263736262
2025-05-07 04:00:00+00:00,10000.0,12143.736263736262
2025-05-07 04:00:00+00:00,10000.0,12143.736263736262
2025-05-08 04:00:00+00:00,10000.0,12524.835164835164
2025-05-08 04:00:00+00:00,10000.0,12524.835164835164
2025-05-08 04:00:00+00:00,10000.0,12524.835164835164
2025-05-08 04:00:00+00:00,10000.0,12524.835164835164
2025-05-08 04:00:00+00:00,10000.0,12524.835164835164
2025-05-08 04:00:00+00:00,10000.0,12524.835164835164
2025-05-09 04:00:00+00:00,10000.0,13108.351648351649
2025-05-09 04:00:00+00:00,10000.0,13108.351648351649
2025-05-09 04:00:00+00:00,10000.0,13108.351648351649
2025-05-09 04:00:00+00:00,10000.0,13108.351648351649
2025-05-09 04:00:00+00:00,10000.0,13108.351648351649
2025-05-09 04:00:00+00:00,10000.0,13108.351648351649
2025-05-12 04:00:00+00:00,10000.0,14000.0
2025-05-12 04:00:00+00:00,10000.0,14000.0
2025-05-12 04:00:00+00:00,10000.0,14000.0
2025-05-12 04:00:00+00:00,10000.0,14000.0
2025-05-12 04:00:00+00:00,10000.0,14000.0
2025-05-12 04:00:00+00:00,10000.0,14000.0
2025-05-13 04:00:00+00:00,10000.0,14678.241758241758
