symbol,timestamp,open,high,low,close,volume,trade_count,vwap,exchange
SHOP,2024-09-06 04:00:00+00:00,70.38,70.5588,65.86,67.01,7380375.0,84507.0,67.193239,IEX
SHOP,2024-09-09 04:00:00+00:00,68.48,69.49,67.14,68.13,4298599.0,50487.0,68.211496,IEX
SHOP,2024-09-10 04:00:00+00:00,68.79,68.9,66.95,68.17,4530328.0,50853.0,67.713107,IEX
SHOP,2024-09-11 04:00:00+00:00,68.55,71.76,68.1,71.52,7063324.0,69856.0,70.504985,IEX
SHOP,2024-09-12 04:00:00+00:00,70.72,71.98,69.63,71.31,6187657.0,66247.0,71.00038,IEX
SHOP,2024-09-13 04:00:00+00:00,71.83,73.44,71.76,72.45,5655578.0,56522.0,72.537796,IEX
SHOP,2024-09-16 04:00:00+00:00,72.1,73.7,71.47,73.58,4184662.0,53403.0,72.848003,IEX
SHOP,2024-09-17 04:00:00+00:00,75.5,75.76,73.66,74.45,8177379.0,80814.0,74.559003,IEX
SHOP,2024-09-18 04:00:00+00:00,74.83,76.97,74.59,75.22,7039412.0,79173.0,75.584608,IEX
SHOP,2024-09-19 04:00:00+00:00,77.4,79.31,76.64,78.68,9864276.0,109020.0,78.444445,IEX
SHOP,2024-09-20 04:00:00+00:00,78.61,79.52,77.31,78.72,5612851.0,59147.0,78.595929,IEX
SHOP,2024-09-23 04:00:00+00:00,79.0,80.8,78.85,80.11,7896241.0,77772.0,79.891954,IEX
SHOP,2024-09-24 04:00:00+00:00,80.77,81.07,78.78,80.33,5398248.0,62317.0,80.075943,IEX
SHOP,2024-09-25 04:00:00+00:00,80.13,80.91,79.01,79.26,5021866.0,53284.0,79.770802,IEX
SHOP,2024-09-26 04:00:00+00:00,80.44,81.09,78.77,80.75,5729728.0,73160.0,80.267869,IEX
SHOP,2024-09-27 04:00:00+00:00,80.82,81.15,79.19,79.21,3973550.0,52049.0,79.895626,IEX
SHOP,2024-09-30 04:00:00+00:00,79.07,80.36,78.5,80.14,4464743.0,55165.0,79.561994,IEX
