symbol,timestamp,open,high,low,close,volume,trade_count,vwap,exchange
SQ,2024-09-04 04:00:00+00:00,63.86,65.24,63.67,64.08,4050915.0,56716.0,64.291616,IEX
SQ,2024-09-05 04:00:00+00:00,63.97,65.23,63.695,64.58,3689295.0,53867.0,64.513004,IEX
SQ,2024-09-06 04:00:00+00:00,64.68,65.41,60.98,61.24,6448467.0,82890.0,61.807059,IEX
SQ,2024-09-09 04:00:00+00:00,62.09,63.05,61.06,61.31,5535141.0,72432.0,61.798564,IEX
SQ,2024-09-10 04:00:00+00:00,61.49,61.59,59.2,61.37,7279556.0,79757.0,60.591687,IEX
SQ,2024-09-11 04:00:00+00:00,60.96,63.57,60.2,63.38,5833553.0,79259.0,62.323936,IEX
SQ,2024-09-12 04:00:00+00:00,63.445,63.76,62.11,63.67,3781459.0,50295.0,63.150403,IEX
SQ,2024-09-13 04:00:00+00:00,63.73,64.88,63.71,63.99,4682930.0,62703.0,64.263285,IEX
SQ,2024-09-16 04:00:00+00:00,64.04,66.18,63.98,65.78,5428360.0,69636.0,65.475133,IEX
SQ,2024-09-17 04:00:00+00:00,66.77,67.845,66.48,67.33,4502746.0,64550.0,67.244631,IEX
SQ,2024-09-18 04:00:00+00:00,67.22,68.24,66.26,66.74,5595059.0,58202.0,66.978942,IEX
SQ,2024-09-19 04:00:00+00:00,68.97,69.4,67.98,68.64,6547792.0,74451.0,68.754503,IEX
SQ,2024-09-20 04:00:00+00:00,68.6,69.0,66.628,67.46,7744793.0,59354.0,67.485214,IEX
SQ,2024-09-23 04:00:00+00:00,67.58,68.57,67.05,67.83,5289691.0,54605.0,67.885398,IEX
SQ,2024-09-24 04:00:00+00:00,68.45,68.61,66.51,67.54,6374641.0,61128.0,67.333904,IEX
SQ,2024-09-25 04:00:00+00:00,67.65,67.86,65.14,65.24,5782322.0,68789.0,65.899601,IEX
SQ,2024-09-26 04:00:00+00:00,66.27,66.6278,64.915,66.52,5902043.0,69785.0,65.846567,IEX
SQ,2024-09-27 04:00:00+00:00,67.145,67.54,65.18,66.97,7327722.0,74721.0,66.289242,IEX
SQ,2024-09-30 04:00:00+00:00,66.58,68.3499,66.5,67.13,5304050.0,65801.0,67.425039,IEX
SQ,2024-10-01 04:00:00+00:00,67.0,67.26,64.43,65.94,6599324.0,86938.0,65.878476,IEX
SQ,2024-10-02 04:00:00+00:00,65.59,66.13,63.9347,65.06,5265566.0,66715.0,64.912787,IEX
SQ,2024-10-03 04:00:00+00:00,64.5,65.71,64.39,65.64,4346099.0,55511.0,65.28657,IEX
SQ,2024-10-04 04:00:00+00:00,66.95,67.06,65.38,67.02,4554065.0,70754.0,66.413765,IEX
SQ,2024-10-07 04:00:00+00:00,66.8,67.3,65.38,65.71,4076836.0,58369.0,66.130741,IEX
SQ,2024-10-08 04:00:00+00:00,65.66,68.51,65.59,68.25,5336700.0,64656.0,67.559632,IEX
SQ,2024-10-09 04:00:00+00:00,68.69,68.93,67.14,68.27,4594438.0,60823.0,68.134104,IEX
SQ,2024-10-10 04:00:00+00:00,67.22,71.01,67.22,70.02,8347478.0,93939.0,70.038667,IEX
SQ,2024-10-11 04:00:00+00:00,69.96,70.61,68.8,69.7,6098576.0,75343.0,69.662714,IEX
SQ,2024-10-14 04:00:00+00:00,69.96,71.76,69.0,71.65,6955684.0,71274.0,71.019337,IEX
SQ,2024-10-15 04:00:00+00:00,72.25,72.55,69.8585,71.79,5465749.0,70179.0,71.655538,IEX
SQ,2024-10-16 04:00:00+00:00,71.89,73.59,71.324,73.53,5292058.0,69379.0,72.952148,IEX
SQ,2024-10-17 04:00:00+00:00,73.755,74.18,72.63,73.68,4860951.0,64086.0,73.544511,IEX
SQ,2024-10-18 04:00:00+00:00,73.67,74.94,72.708,74.66,4293354.0,62586.0,74.360733,IEX
SQ,2024-10-21 04:00:00+00:00,74.56,75.0,73.295,73.91,4239955.0,52040.0,73.996771,IEX
SQ,2024-10-22 04:00:00+00:00,73.31,73.9399,72.54,72.82,4704453.0,62254.0,72.958809,IEX
SQ,2024-10-23 04:00:00+00:00,72.47,73.83,70.7512,71.39,4723109.0,60581.0,71.923502,IEX
SQ,2024-10-24 04:00:00+00:00,72.18,73.01,71.7611,72.55,3006180.0,42503.0,72.413644,IEX
SQ,2024-10-25 04:00:00+00:00,73.06,73.46,72.12,72.61,3964224.0,52958.0,72.722677,IEX
SQ,2024-10-28 04:00:00+00:00,73.01,74.6,73.0,74.48,4104639.0,57817.0,74.282812,IEX
SQ,2024-10-29 04:00:00+00:00,74.79,74.79,73.21,73.22,4501293.0,52382.0,73.561399,IEX
SQ,2024-10-30 04:00:00+00:00,72.73,74.48,72.73,73.29,4161920.0,55784.0,73.678536,IEX
SQ,2024-10-31 04:00:00+00:00,72.5,73.73,71.6,72.32,4373606.0,59090.0,72.41762,IEX
SQ,2024-11-01 04:00:00+00:00,72.23,73.1126,71.75,72.15,5643079.0,72030.0,72.295283,IEX
SQ,2024-11-04 05:00:00+00:00,72.2,73.71,72.04,72.69,4577238.0,58687.0,72.988898,IEX
SQ,2024-11-05 05:00:00+00:00,71.63,72.895,71.63,72.38,5489718.0,71538.0,72.386944,IEX
SQ,2024-11-06 05:00:00+00:00,74.97,78.1,74.16,77.64,10380759.0,129834.0,77.070089,IEX
SQ,2024-11-07 05:00:00+00:00,77.41,78.08,74.935,75.27,19111781.0,196427.0,76.145313,IEX
SQ,2024-11-08 05:00:00+00:00,71.89,74.82,69.03,74.56,24843731.0,240033.0,71.908843,IEX
SQ,2024-11-11 05:00:00+00:00,75.9,83.9499,75.8,83.4,20910660.0,220824.0,81.820695,IEX
SQ,2024-11-12 05:00:00+00:00,82.66,87.41,82.39,87.25,15209253.0,169398.0,86.148785,IEX
SQ,2024-11-13 05:00:00+00:00,86.3,90.0,85.2526,85.82,12982370.0,150590.0,87.787816,IEX
SQ,2024-11-14 05:00:00+00:00,85.37,85.95,82.92,83.42,9206349.0,93944.0,83.911204,IEX
SQ,2024-11-15 05:00:00+00:00,82.55,84.52,81.84,84.3,6915237.0,92214.0,83.221096,IEX
SQ,2024-11-18 05:00:00+00:00,83.76,91.83,83.36,90.79,16671521.0,175041.0,88.742744,IEX
SQ,2024-11-19 05:00:00+00:00,90.0,93.0,89.79,92.42,13334187.0,133598.0,91.610524,IEX
