symbol,timestamp,open,high,low,close,volume,trade_count,vwap,exchange
AMD,2024-09-04 04:00:00+00:00,140.505,143.37,138.51,140.87,42130648.0,431712.0,141.116523,IEX
AMD,2024-09-05 04:00:00+00:00,138.2,141.71,137.83,139.44,25023021.0,285314.0,139.739252,IEX
AMD,2024-09-06 04:00:00+00:00,138.7,139.13,132.1101,134.35,39993507.0,448514.0,134.373678,IEX
AMD,2024-09-09 04:00:00+00:00,136.1,138.445,134.86,138.15,27194508.0,302327.0,137.064703,IEX
AMD,2024-09-10 04:00:00+00:00,139.06,143.08,137.25,142.84,37217528.0,328017.0,140.460801,IEX
AMD,2024-09-11 04:00:00+00:00,145.325,150.16,140.71,149.86,50935390.0,469123.0,145.572009,IEX
AMD,2024-09-12 04:00:00+00:00,148.43,151.54,147.65,150.77,29286166.0,320599.0,149.981546,IEX
AMD,2024-09-13 04:00:00+00:00,152.32,153.03,150.7,152.31,25117241.0,270908.0,152.070762,IEX
AMD,2024-09-16 04:00:00+00:00,151.7,154.44,150.912,152.08,27677761.0,282916.0,152.304954,IEX
AMD,2024-09-17 04:00:00+00:00,153.55,154.045,149.225,150.82,29888994.0,306171.0,151.657033,IEX
AMD,2024-09-18 04:00:00+00:00,150.9,152.82,148.01,148.29,26320083.0,306478.0,150.004056,IEX
AMD,2024-09-19 04:00:00+00:00,153.81,159.25,152.77,156.74,44499983.0,449656.0,156.725743,IEX
AMD,2024-09-20 04:00:00+00:00,156.0,157.45,152.47,155.95,40248201.0,351443.0,154.997472,IEX
AMD,2024-09-23 04:00:00+00:00,156.445,157.19,154.97,156.75,21728542.0,232838.0,156.19832,IEX
AMD,2024-09-24 04:00:00+00:00,157.46,159.64,154.58,158.32,27531200.0,295370.0,157.598204,IEX
AMD,2024-09-25 04:00:00+00:00,158.5,162.95,158.18,162.02,35233264.0,369277.0,161.331535,IEX
AMD,2024-09-26 04:00:00+00:00,167.055,168.68,164.05,167.49,38044919.0,434827.0,166.763617,IEX
AMD,2024-09-27 04:00:00+00:00,167.48,168.7286,163.74,164.35,27876037.0,297735.0,165.668525,IEX
AMD,2024-09-30 04:00:00+00:00,163.1,165.08,162.18,164.08,21920300.0,252085.0,163.696897,IEX
AMD,2024-10-01 04:00:00+00:00,164.48,165.4,158.08,159.75,31831860.0,347496.0,160.488579,IEX
AMD,2024-10-02 04:00:00+00:00,159.31,163.1,158.6689,159.78,24630431.0,278246.0,160.847779,IEX
AMD,2024-10-03 04:00:00+00:00,159.71,166.7894,159.4,162.85,29598787.0,324908.0,163.654305,IEX
AMD,2024-10-04 04:00:00+00:00,166.533,171.21,164.42,170.9,44640296.0,471616.0,168.521604,IEX
AMD,2024-10-07 04:00:00+00:00,171.08,172.41,168.21,170.97,38379930.0,415127.0,170.364923,IEX
AMD,2024-10-08 04:00:00+00:00,171.75,173.6,170.0,172.8,34730152.0,362414.0,171.977426,IEX
AMD,2024-10-09 04:00:00+00:00,174.05,174.05,169.55,171.02,33890735.0,366659.0,170.930698,IEX
AMD,2024-10-10 04:00:00+00:00,169.76,172.01,162.0,164.18,75113590.0,676642.0,165.950752,IEX
AMD,2024-10-11 04:00:00+00:00,164.185,169.35,163.0101,167.89,42136175.0,430673.0,166.603045,IEX
AMD,2024-10-14 04:00:00+00:00,167.77,168.9,165.15,165.27,31757205.0,336756.0,166.610309,IEX
AMD,2024-10-15 04:00:00+00:00,163.21,164.13,155.74,156.64,50768024.0,607839.0,158.14107,IEX
AMD,2024-10-16 04:00:00+00:00,158.075,158.28,154.9159,156.13,30575773.0,324511.0,156.532491,IEX
AMD,2024-10-17 04:00:00+00:00,160.0,160.44,156.2,156.25,29491853.0,319487.0,157.772542,IEX
AMD,2024-10-18 04:00:00+00:00,157.41,158.01,155.56,155.97,23822985.0,247105.0,156.380116,IEX
AMD,2024-10-21 04:00:00+00:00,155.76,158.0,154.15,157.9,25781212.0,274907.0,156.365641,IEX
AMD,2024-10-22 04:00:00+00:00,156.6,156.74,151.91,154.09,34997352.0,377254.0,153.698693,IEX
AMD,2024-10-23 04:00:00+00:00,153.0,153.445,150.52,152.91,26095933.0,298394.0,152.242993,IEX
AMD,2024-10-24 04:00:00+00:00,154.74,155.19,152.35,153.44,22877016.0,265847.0,153.665243,IEX
AMD,2024-10-25 04:00:00+00:00,155.4,158.91,155.05,156.23,29758489.0,318365.0,157.167168,IEX
AMD,2024-10-28 04:00:00+00:00,158.5,160.28,157.045,159.92,36010134.0,352125.0,159.072572,IEX
AMD,2024-10-29 04:00:00+00:00,161.1,167.5099,158.94,166.25,71896038.0,697750.0,164.236474,IEX
AMD,2024-10-30 04:00:00+00:00,153.01,153.12,148.1,148.6,87701674.0,968062.0,150.141209,IEX
AMD,2024-10-31 04:00:00+00:00,147.8,148.68,143.33,144.07,44386597.0,550029.0,144.751923,IEX
AMD,2024-11-01 04:00:00+00:00,144.44,144.54,141.32,141.86,39027430.0,430158.0,142.422544,IEX
AMD,2024-11-04 05:00:00+00:00,141.7,143.64,139.72,140.71,29117421.0,330593.0,141.568748,IEX
AMD,2024-11-05 05:00:00+00:00,141.94,143.08,140.8,141.66,27067330.0,282585.0,141.771045,IEX
AMD,2024-11-06 05:00:00+00:00,144.95,145.625,141.52,145.1,32911499.0,376479.0,143.979076,IEX
AMD,2024-11-07 05:00:00+00:00,146.68,150.12,145.66,149.82,30326430.0,372355.0,148.774923,IEX
AMD,2024-11-08 05:00:00+00:00,149.39,150.71,147.525,147.95,27560342.0,319319.0,148.792689,IEX
AMD,2024-11-11 05:00:00+00:00,147.38,148.57,144.91,147.35,29868125.0,344335.0,146.511327,IEX
AMD,2024-11-12 05:00:00+00:00,147.0,147.45,141.5501,143.63,33560287.0,371677.0,143.884177,IEX
AMD,2024-11-13 05:00:00+00:00,142.86,144.49,139.07,139.3,35146648.0,402440.0,141.080501,IEX
AMD,2024-11-14 05:00:00+00:00,140.34,141.4,138.56,138.84,31681410.0,328265.0,139.643159,IEX
AMD,2024-11-15 05:00:00+00:00,136.575,137.35,133.65,134.9,44217530.0,471782.0,135.298614,IEX
AMD,2024-11-18 05:00:00+00:00,138.185,140.9,137.21,138.93,38788844.0,371936.0,139.443514,IEX
AMD,2024-11-19 05:00:00+00:00,137.41,139.75,137.14,139.39,23131352.0,254143.0,138.678389,IEX
AMD,2024-11-20 05:00:00+00:00,138.96,140.77,135.48,137.6,28920484.0,315975.0,137.080325,IEX
AMD,2024-11-21 05:00:00+00:00,138.87,140.2799,134.93,137.49,29311442.0,344816.0,137.213265,IEX
AMD,2024-11-22 05:00:00+00:00,137.35,139.13,137.04,138.35,21784728.0,248916.0,138.136147,IEX
AMD,2024-11-25 05:00:00+00:00,140.49,142.35,139.05,141.13,30923110.0,350967.0,140.888149,IEX
AMD,2024-11-26 05:00:00+00:00,142.55,142.8,136.62,137.72,32092378.0,366875.0,138.057655,IEX
AMD,2024-11-27 05:00:00+00:00,137.2,137.94,132.96,136.24,30175287.0,363766.0,135.046426,IEX
AMD,2024-11-29 05:00:00+00:00,136.24,138.5876,135.78,137.175,16085714.0,189516.0,137.522084,IEX
AMD,2024-12-02 05:00:00+00:00,137.915,142.82,137.8,142.06,33102438.0,369555.0,141.311733,IEX
AMD,2024-12-03 05:00:00+00:00,142.58,143.4495,141.0801,141.98,22665348.0,282886.0,142.009595,IEX
AMD,2024-12-04 05:00:00+00:00,142.96,144.12,141.18,143.99,25942650.0,291119.0,142.78443,IEX
AMD,2024-12-05 05:00:00+00:00,143.68,143.95,140.38,141.36,29576925.0,317577.0,141.837976,IEX
AMD,2024-12-06 05:00:00+00:00,141.48,142.7852,137.4,138.59,33576839.0,375340.0,139.933341,IEX
AMD,2024-12-09 05:00:00+00:00,135.71,135.77,130.0,130.87,57055558.0,712825.0,132.213712,IEX
AMD,2024-12-10 05:00:00+00:00,131.56,131.56,127.07,127.74,38907198.0,526889.0,128.752048,IEX
AMD,2024-12-11 05:00:00+00:00,128.52,131.21,126.2201,130.15,45588138.0,492613.0,128.866496,IEX
AMD,2024-12-12 05:00:00+00:00,130.0,132.32,129.07,130.6,34267091.0,383301.0,130.494722,IEX
AMD,2024-12-13 05:00:00+00:00,131.3,131.3,124.77,126.91,67544738.0,737018.0,126.908701,IEX
AMD,2024-12-16 05:00:00+00:00,126.01,127.76,123.12,126.69,42090277.0,498181.0,125.953574,IEX
AMD,2024-12-17 05:00:00+00:00,124.45,127.08,123.15,125.02,43314939.0,486854.0,124.875201,IEX
AMD,2024-12-18 05:00:00+00:00,125.43,127.75,120.43,121.41,49724442.0,514302.0,124.578591,IEX
AMD,2024-12-19 05:00:00+00:00,122.16,123.38,118.45,118.88,46160667.0,553012.0,120.032635,IEX
